,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.21994227-0.014162j  ],
          [ 0.21141264-0.06228853j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.04174475-0.21640827j],
          [-0.00697764-0.22028726j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.15758167-0.15408823j],
          [-0.18766745-0.11556856j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.20227106+0.08753046j],
          [-0.17800572+0.12995818j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.10642987+0.19299701j],
          [ 0.14634888+0.16479433j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.16599623+0.14498419j],
          [ 0.19386859+0.10483385j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.19028496-0.11120611j],
          [ 0.16109629-0.15040994j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.2071582 -0.07523727j],
          [-0.21864632-0.02772999j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.17870069-0.12900089j],
          [ 0.14587495-0.165214j  ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.96939523-0.10815603j, 0.03898929+0.21692165j],
          [0.00977849+0.22018071j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
