,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.1708023 -0.39457452j],
          [-0.01544102-0.42967901j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.42588906-0.05899986j],
          [-0.40988116+0.12984571j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.34964058+0.25022777j],
          [-0.20808586+0.37624825j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.88064867-0.19898603j, 0.15999792+0.39907786j],
          [0.027132  +0.42909944j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.34309343+0.25913196j],
          [ 0.42117723+0.086442j  ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.3655807 +0.22630339j],
          [ 0.427365  +0.0471342j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.28034237-0.32599177j],
          [ 0.11294478-0.41485654j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j, -0.29501446-0.31277619j],
          [ 0.13187359-0.40923322j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.17141923-0.39430689j],
          [-0.01476896-0.42970263j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.23208157+0.36194008j],
          [ 0.36515321+0.22699253j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
