,unitary
0,"Operator([[ 0.998072  -0.02773136j, -0.04672969-0.02999303j],
          [ 0.04499217-0.03254152j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.998072  -0.02773136j, -0.04649739-0.0303519j ],
          [ 0.04474031-0.03288694j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.998072  -0.02773136j, -0.04648334-0.03037342j],
          [ 0.04472508-0.03290764j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.998072  -0.02773136j, -0.0463755 -0.03053782j],
          [ 0.04460828-0.0330658j ,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.998072  -0.02773136j, -0.0462343 -0.03075119j],
          [ 0.04445545-0.03327099j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.998072  -0.02773136j, -0.04604784-0.03102969j],
          [ 0.04425381-0.03353872j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.998072  -0.02773136j, -0.04591179-0.03123064j],
          [ 0.04410682-0.0337318j ,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.998072  -0.02773136j, -0.04580078-0.03139321j],
          [ 0.04398695-0.03388796j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.998072  -0.02773136j, 0.00154222+0.05550556j],
          [0.00154222+0.05550556j, 0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.998072  -0.02773136j, -0.04587503-0.03128462j],
          [ 0.04406711-0.03378365j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
