,unitary
0,"Operator([[ 0.92502524-0.16355243j,  0.32980702-0.09384153j],
          [-0.34198977+0.02493793j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j, -0.06129299+0.33737527j],
          [ 0.1732622 +0.29590389j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j,  0.33667267+0.06504169j],
          [-0.29395847+0.17654271j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.92502524-0.16355243j, -0.17621247+0.29415654j],
          [ 0.26639482+0.21589976j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.03940999+0.34062554j],
          [ 0.15382042+0.30646074j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j,  0.20339762-0.27605853j],
          [-0.28572604-0.18957726j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j,  0.24640816+0.23845739j],
          [-0.14970259+0.30849318j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j,  0.28501463+0.19064513j],
          [-0.20236317+0.27681772j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j,  0.09315339-0.33000205j],
          [-0.20066273-0.27805283j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.92502524-0.16355243j, 0.08515724+0.33215531j],
          [0.03390094+0.34121787j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
