,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.0841344 -0.26099353j],
          [-0.15247875-0.22791764j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.95240675-0.13313589j, 0.02337878+0.27322088j],
          [0.05243983+0.26915847j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.26212858-0.08052841j],
          [ 0.22999802-0.14932224j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.26690748-0.06290162j],
          [-0.27392501+0.01270076j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.25251656+0.10691868j],
          [-0.21351773+0.17206509j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.05440236+0.26876868j],
          [ 0.12601852+0.24354784j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.24168771+0.12955026j],
          [ 0.26794832+0.0583088j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.27399903+0.01098858j],
          [ 0.26650916-0.06456846j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.15457258-0.22650284j],
          [ 0.08653593-0.26020713j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
