,unitary
0,"Operator([[ 0.99843817-0.02496616j,  0.04974839-0.00479743j],
          [-0.04992599-0.00230505j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99843817-0.02496616j,  0.04981065-0.00410085j],
          [-0.04995335-0.00160623j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.99843817-0.02496616j, 0.00124935+0.04996355j],
          [0.00124935+0.04996355j, 0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99843817-0.02496616j,  0.04977902-0.0044684j ],
          [-0.04994014-0.0019749j ,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99843817-0.02496616j,  0.04987177-0.0032748j ],
          [-0.04997311-0.00077815j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99843817-0.02496616j,  0.04993454-0.00211169j],
          [-0.04997767+0.00038663j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99843817-0.02496616j,  0.0499696 -0.00097784j],
          [-0.04995603+0.00152082j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99843817-0.02496616j,  0.04997901+0.00012628j],
          [-0.04991024+0.00262404j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99843817-0.02496616j,  0.04996473+0.00120127j],
          [-0.04984225+0.00369696j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99843817-0.02496616j,  0.04992865+0.00224666j],
          [-0.04975396+0.00473924j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
