unitary
"Operator([[ 0.96135264-0.1207989j , -0.15493249+0.19288505j],
          [ 0.19783654+0.14855781j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.2221781 -0.10883754j],
          [-0.24219796-0.0504863j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.1166519 -0.21817666j],
          [ 0.05904771-0.24025421j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24295709+0.04669658j],
          [ 0.24695706-0.01486365j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24217538-0.0505945j ],
          [ 0.22212946-0.10893679j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
