,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.03550268-0.27191134j],
          [-0.04042157-0.27122374j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.19037077-0.19737069j],
          [-0.23719617-0.13760158j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.26410376-0.07379312j],
          [-0.27421541+0.00145793j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.27259138+0.0298355j ],
          [-0.25396072+0.10344164j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.11587012-0.24853638j],
          [-0.17958196-0.20723547j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.06375834-0.26670413j],
          [-0.13444972-0.23899684j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.27254171-0.03028586j],
          [-0.27039939+0.04561128j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 9.52406750e-01-0.13313589j, -7.54260572e-02-0.26364205j],
          [ 2.39029844e-04-0.27421919j,  9.52406750e-01-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.27407179-0.00899303j],
          [-0.26603191+0.06650747j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
