,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.04355349-0.37665074j],
          [-0.18311247-0.33201282j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.31283247+0.21423943j],
          [ 0.37070469+0.07962865j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.16554225-0.34111354j],
          [ 0.02384458-0.37840999j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.33952202+0.16878237j],
          [-0.25017461+0.28491289j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.06160975+0.37412154j],
          [ 0.19886152+0.32282624j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.24240892-0.29154863j],
          [-0.33485219-0.17786708j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.90789321-0.17879381j, 0.12774555+0.35699267j],
          [0.01715061+0.37877242j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.00359054-0.3791435j ],
          [-0.14707868-0.34947181j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.90789321-0.17879381j, 0.10764746+0.3635584j ],
          [0.03823746+0.3772275j , 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.35320517+0.1378724j ],
          [ 0.37910743-0.00634385j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
