unitary
"Operator([[ 0.85030065-0.2171174j , -0.29472244-0.37813692j],
          [ 0.07735477-0.47314383j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.46876282-0.1005498j ],
          [-0.45958422+0.13649612j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47437559+0.06940204j],
          [-0.38303064+0.2883338j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.38295093+0.28843965j],
          [-0.19778572+0.43672606j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.33900864+0.33900146j],
          [ 0.46003403+0.13497237j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.36286881+0.31332902j],
          [ 0.46866527+0.10100351j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.35969775-0.31696431j],
          [ 0.16370369-0.45061064j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.38323725-0.28805911j],
          [ 0.19821944-0.43652938j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.36285904-0.31334033j],
          [ 0.16821541-0.4489459j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
