,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.30284142-0.22814417j],
          [-0.36673179-0.09628335j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.36716106-0.09463322j],
          [-0.37562666+0.05164593j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.34524219+0.15674986j],
          [ 0.37889663+0.01414329j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.90789321-0.17879381j, 0.08220427+0.37014206j],
          [0.0642771 +0.37367251j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.36711748+0.09480211j],
          [ 0.37565038-0.05147312j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.35086836-0.14371529j],
          [ 0.27017818-0.26601962j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.3543938 +0.1347877j ],
          [-0.27682537+0.25909536j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.05320485-0.37540902j],
          [-0.09310818-0.36755075j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.34995012-0.14593697j],
          [ 0.26848614-0.26772725j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
