unitary
"Operator([[ 0.85030065-0.2171174j , -0.03080782-0.47843466j],
          [-0.20233739-0.43463597j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47893987-0.02157416j],
          [-0.43065248+0.2106829j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.29057898-0.38133018j],
          [-0.43782647-0.19533773j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.07743002-0.47313152j],
          [-0.1588801 -0.4523339j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.39414296+0.27294719j],
          [ 0.47675085+0.0505715j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
