,unitary
0,"Operator([[ 0.99376067-0.04972948j,  0.06333391+0.07717206j],
          [-0.05531315+0.08310936j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99376067-0.04972948j,  0.0938772 -0.03396738j],
          [-0.09679928-0.0244256j ,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99376067-0.04972948j, -0.06985736+0.07132082j],
          [ 0.07662857+0.06399042j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99376067-0.04972948j, -0.09977364+0.0034542j ],
          [ 0.09962003-0.0065238j ,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99376067-0.04972948j,  0.03236951+0.09444007j],
          [-0.02277952+0.09719982j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99376067-0.04972948j, -0.08077843-0.05866478j],
          [ 0.07451816-0.06643609j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99376067-0.04972948j, -0.08532943-0.05182277j],
          [ 0.0797295 -0.0600826j ,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99376067-0.04972948j,  0.09775207+0.02027914j],
          [-0.09523918+0.02993676j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99376067-0.04972948j, -0.09575182+0.02825421j],
          [ 0.09809417+0.01855382j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99376067-0.04972948j,  0.05284074+0.08470282j],
          [-0.04412058+0.08955493j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
