,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.04482867-0.1597245j ],
          [-0.07070517-0.15007433j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.11043268-0.12379883j],
          [-0.12944018-0.10376303j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.15287955-0.06441561j],
          [ 0.14007483-0.08888514j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.06786774-0.15137865j],
          [-0.09204044-0.13802204j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.16390225+0.0256433j ],
          [-0.15737697+0.05247872j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.12325158-0.11104312j],
          [-0.13996534-0.08905746j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 9.82721104e-01-0.08208352j, -2.80567405e-02-0.16350641j],
          [ 5.42883595e-04-0.16589524j,  9.82721104e-01-0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.07978853-0.14544868j],
          [-0.10281229-0.13019662j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.07483632-0.1480576j ],
          [-0.09836151-0.13359094j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.13552276-0.09568234j],
          [-0.14951818-0.07187379j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
