,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.17914919-0.27379178j],
          [ 0.07970505-0.31733811j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.31951613-0.07046854j],
          [-0.32498592+0.03795424j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.26376608+0.1936074j ],
          [-0.18590027+0.26925352j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.18606237+0.26914153j],
          [-0.08775924+0.31520578j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.285792  +0.15930883j],
          [ 0.32218614+0.05703036j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.19508825+0.26267269j],
          [ 0.27029511+0.18438255j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.16218089-0.284172j  ],
          [ 0.06027439-0.32159504j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.2740403 -0.17876881j],
          [ 0.20046407-0.25859336j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.08163897-0.3168461j ],
          [-0.02652505-0.32611776j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.09737547+0.31236899j],
          [ 0.1942211 +0.26331451j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
