,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.27420195-0.0030837j ],
          [ 0.26284541-0.07815696j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.26307397-0.07738414j],
          [ 0.23176938-0.14655774j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.0250118 -0.27307623j],
          [-0.0989358 -0.25574973j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.18394406-0.20337355j],
          [-0.23266192-0.14513666j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.26642247+0.06492525j],
          [-0.23840599+0.13549466j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.20269653-0.18468983j],
          [-0.24557212-0.12202686j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.23628202-0.13916545j],
          [-0.26538652-0.06903776j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.2306315 +0.14834194j],
          [-0.18111252+0.20589918j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.17862901+0.20805743j],
          [-0.11472829+0.24906553j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.00226086+0.27420997j],
          [ 0.07736785+0.26307876j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
