,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.02064359-0.21942882j],
          [-0.06849758-0.20948328j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.02044424+0.21944748j],
          [ 0.06830725+0.20954542j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.1940946 +0.10441481j],
          [-0.16630904+0.14462527j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.11216938+0.18971873j],
          [ 0.15122473+0.16033168j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.18338479-0.12225049j],
          [-0.20581911-0.07882677j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.09616448-0.19831177j],
          [-0.13750727-0.17224086j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.17386265+0.1354509j ],
          [ 0.19944045+0.09380123j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.12531265-0.18130611j],
          [-0.16219068-0.14922919j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.0250141 -0.21897365j],
          [-0.0238623 -0.21910216j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.08715064+0.20243501j],
          [-0.04039139+0.21666495j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
