unitary
"Operator([[ 0.85030065-0.2171174j , -0.34108638-0.33691086j],
          [ 0.13780778-0.45919262j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.36722462+0.30821246j],
          [ 0.47003485+0.09442502j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.03035313-0.47846372j],
          [-0.20275035-0.43444348j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.30109175-0.37308525j],
          [-0.44309947-0.18306203j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.26551021+0.39919065j],
          [-0.04162494+0.47761513j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
