,unitary
0,"Operator([[ 0.96135264-0.1207989j ,  0.11720229+0.21788149j],
          [-0.05965402+0.24010439j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j ,  0.24230779-0.04995651j],
          [-0.24713447+0.01154443j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j , -0.21578836+0.12101282j],
          [ 0.23901907+0.06386393j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.23376988-0.08099606j],
          [ 0.2064638 -0.13631368j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j ,  0.07288186+0.23642537j],
          [-0.01212357+0.24710673j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.1408807 -0.20337489j],
          [ 0.08618531-0.2319069j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.13243689-0.20897175j],
          [ 0.07661931-0.23524073j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.24538033+0.03157864j],
          [-0.22993937+0.091305j  ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.24677347+0.01765142j],
          [ 0.24346891-0.04395006j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.16750472+0.18207385j],
          [-0.11725161+0.21785495j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
