,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.06370779-0.42521029j],
          [-0.24034043-0.3565094j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.01113263+0.42981221j],
          [ 0.19485159+0.38326927j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.88064867-0.19898603j, 0.12375954+0.4117597j ],
          [0.06530245+0.42496831j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.41787073+0.10122514j],
          [ 0.42079684-0.0882751j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j,  0.03161155-0.42879271j],
          [-0.21290263-0.37354377j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.16064291-0.39881867j],
          [-0.02643822-0.42914274j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.39830617-0.16190945j],
          [ 0.2899966 -0.31743416j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.12604515-0.4110658j ],
          [-0.29054018-0.31693671j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j,  0.12955444-0.40997332j],
          [-0.29323882-0.31444152j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.41777225+0.10163082j],
          [-0.33348872+0.27138119j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
