,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.46013508+0.13462747j],
          [ 0.46835037-0.10245379j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.34788688-0.32988417j],
          [-0.46345436-0.12271473j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.85030065-0.2171174j , 0.14114563+0.45817765j],
          [0.09579512+0.46975753j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.2445574 +0.4123597j ],
          [ 0.41231508+0.24463262j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.28164391+0.38797623j],
          [ 0.4331715 +0.20545389j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.42364853+0.22443432j],
          [ 0.47938611-0.00614828j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.35107885+0.32648505j],
          [ 0.46462595+0.11820142j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.28763001-0.38355941j],
          [ 0.06853091-0.47450223j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.85030065-0.2171174j , 0.03647637+0.4780359j ],
          [0.1971716 +0.43700367j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
