,unitary
0,"Operator([[ 0.98599146-0.07408833j,  0.11844965+0.09111222j],
          [-0.10350395+0.10779002j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j,  0.14759487-0.02339892j],
          [-0.14943423-0.00107987j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j, -0.12887464+0.07565105j],
          [ 0.13873267+0.05554279j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j, -0.08155998-0.12521871j],
          [ 0.0619317 -0.13600081j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j,  0.12072335+0.08807739j],
          [-0.10620564+0.10512905j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j,  0.04621443-0.14211257j],
          [-0.06693253-0.1336106j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j,  0.02212673-0.14779095j],
          [-0.04396387-0.14282484j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j,  0.14269683+0.04437759j],
          [-0.13446279+0.06520363j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j, -0.14881618+0.01361979j],
          [ 0.14918045-0.00877196j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j,  0.1279184 +0.07725696j],
          [-0.11493688+0.09550534j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
