unitary
"Operator([[ 0.77168651-0.2493213j , -0.28200324+0.51265289j],
          [ 0.52864604+0.25074326j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.55427453-0.18739947j],
          [-0.55914312+0.17233045j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.58360378+0.04177854j],
          [ 0.49772565-0.30758412j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.57585728+0.10357225j],
          [ 0.52759886-0.25293925j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.56666154-0.14571725j],
          [ 0.37428285-0.44972344j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.44740485+0.37705135j],
          [ 0.58344055+0.04399938j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.24654265+0.53061807j],
          [ 0.51040019+0.28606025j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.77168651-0.2493213j , 0.14191464+0.5676258j ],
          [0.21702877+0.54335746j, 0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
