,unitary
0,"Operator([[ 0.96135264-0.1207989j ,  0.18719645-0.16175972j],
          [-0.22139696-0.11041786j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j ,  0.1908515 -0.1574307j ],
          [-0.22386736-0.10531914j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j , -0.17159824+0.17822111j],
          [ 0.21035628+0.13022656j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.96135264-0.1207989j , 0.03584586+0.24479337j],
          [0.02583135+0.24605174j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.24609852+0.02538182j],
          [ 0.24472748-0.03629299j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.24693662+0.01519952j],
          [ 0.24302038-0.04636609j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j ,  0.23752221+0.06922369j],
          [-0.213012  +0.12583563j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j ,  0.1683472 -0.18129518j],
          [-0.20796683-0.13400939j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j , -0.24713271-0.01158207j],
          [ 0.2365845 -0.07236362j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
