unitary
"Operator([[0.94460909-0.1427637j , 0.08067341+0.28429561j],
          [0.00694484+0.29543859j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.08067399+0.28429544j],
          [0.00694424+0.29543861j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04691135+0.29177306j],
          [0.04140871+0.2926047j , 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
