,unitary
0,"Operator([[0.96135264-0.1207989j , 0.0539104 +0.24145887j],
          [0.00750342+0.24729015j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j ,  0.188865  -0.15980842j],
          [-0.22253088-0.10811441j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j , -0.24286483-0.04717409j],
          [ 0.22364369-0.10579328j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.21638468-0.11994328j],
          [ 0.17998336-0.16974896j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.96135264-0.1207989j , 0.05877038+0.2403222j ],
          [0.00251331+0.24739119j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.16358707-0.1856017j ],
          [ 0.11258295-0.22030388j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.17482409-0.17505787j],
          [ 0.12607922-0.21286791j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.24409225+0.04034467j],
          [-0.22652258+0.09947985j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.23100448-0.08857567j],
          [ 0.20190914-0.14297349j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.13258203+0.20887969j],
          [-0.07678271+0.23518744j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
