unitary
"Operator([[ 0.91419891-0.17344969j, -0.02324459+0.3655342j ],
          [ 0.15551441+0.33161851j,  0.91419891-0.17344969j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.91419891-0.17344969j, 0.06827441+0.35985299j],
          [0.06827441+0.35985299j, 0.91419891-0.17344969j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.91419891-0.17344969j, 0.06827441+0.35985299j],
          [0.06827441+0.35985299j, 0.91419891-0.17344969j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.91419891-0.17344969j, 0.09776752+0.35298311j],
          [0.03831459+0.36426303j, 0.91419891-0.17344969j]],
         input_dims=(2,), output_dims=(2,))"
