,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.30663391-0.36854374j],
          [ 0.09240729-0.47043569j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.23638626-0.41709757j],
          [-0.40741569-0.25270795j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j ,  0.35279663-0.32462808j],
          [-0.46524316-0.11574823j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j ,  0.41126852-0.24638801j],
          [-0.47904679-0.01905319j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.36336994-0.31274771j],
          [ 0.16894789-0.44867077j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.4465736 -0.17441578j],
          [ 0.30828583-0.36716303j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j ,  0.44567545-0.17669815j],
          [-0.47583061+0.05860098j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.45498077-0.15113354j],
          [ 0.32682591-0.35076156j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j ,  0.40628037+0.25452918j],
          [-0.23451678+0.41815156j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
