unitary
"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19864939+0.00281478j],
          [ 0.19524884-0.03670687j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j, -0.06070958-0.1891662j],
          [ 0.02191791-0.1974566j,  0.97517033-0.0978434j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.15653891-0.12233181j],
          [ 0.12911497-0.1509928j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.17640068+0.09139094j],
          [-0.15472783+0.12461461j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.1900976 -0.05772701j],
          [ 0.17483971-0.09434287j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.13613212-0.14469813j],
          [ 0.10467146-0.16885908j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.09600259-0.17393391j],
          [ 0.0595336 -0.18953958j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.03923455-0.19475665j],
          [-0.07714465-0.18307978j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.15570835+0.12338725j],
          [-0.12809129+0.15186219j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
