,unitary
0,"Operator([[ 0.87775053-0.20089548j,  0.42048531+0.11129743j],
          [-0.33021424+0.28311407j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j,  0.3448816 +0.26505036j],
          [-0.19525987+0.38867544j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.87775053-0.20089548j, -0.12316004+0.41716498j],
          [ 0.29235149+0.32206463j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.87775053-0.20089548j, -0.43428558+0.02431155j],
          [ 0.40162588-0.167008j  ,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.87775053-0.20089548j,  0.30431143+0.31078862j],
          [-0.13883401+0.4122137j ,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j,  0.39237746-0.18770974j],
          [-0.43496241+0.00164798j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.87775053-0.20089548j,  0.37795825-0.21527325j],
          [-0.43396786-0.02944336j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j,  0.25808341+0.35012565j],
          [-0.08009786+0.42752701j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j, -0.42384467+0.09772775j],
          [ 0.42415791-0.09635915j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.87775053-0.20089548j,  0.30020512+0.31475689j],
          [-0.13341044+0.41400081j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
