unitary
"Operator([[ 0.96135264-0.1207989j , -0.22171821+0.10977136j],
          [ 0.2419834 +0.05150487j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24735928+0.00470172j],
          [ 0.2408327 -0.05664211j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24550849+0.03056634j],
          [ 0.24543846-0.03112367j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24734602+0.00535396j],
          [ 0.24098122-0.05600687j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
