,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.21192027-0.24929133j],
          [ 0.11868873-0.30490877j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.3182689 +0.07590306j],
          [ 0.32558549-0.03241077j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.31882691-0.07352393j],
          [ 0.27722107-0.17379543j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.2762713 -0.17530128j],
          [-0.31842213-0.07525766j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.12448542-0.30258842j],
          [-0.21663868-0.24520206j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.32632188+0.02388308j],
          [ 0.31617454-0.0842023j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.13272352+0.29906661j],
          [-0.027565  +0.3260315j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.30565972+0.11674118j],
          [ 0.32703237+0.01030515j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.23733741+0.22522727j],
          [ 0.2979668 +0.13517454j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.09031279-0.31448366j],
          [-0.18823908-0.26762365j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
