,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.06924571-0.20923718j],
          [-0.11365836-0.18883046j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.20507631-0.08073952j],
          [ 0.1822387 -0.1239525j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.04741082-0.21523796j],
          [-0.09368295-0.19949604j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.21806718-0.03196668j],
          [-0.21975031+0.01688089j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.10952558-0.19125719j],
          [-0.14898501-0.162415j  ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.20393622-0.08357742j],
          [ 0.18050117-0.12646934j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.19325823-0.10595482j],
          [-0.21185823-0.06075572j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.17642278-0.13209908j],
          [-0.2011989 -0.08996759j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.1474868 -0.1637767j ],
          [-0.17995613-0.12724369j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.21473111-0.04965599j],
          [ 0.19850682-0.09576121j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
