unitary
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.1485023 +0.25549806j],
          [-0.06636482+0.28797205j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.24378266+0.16703954j],
          [-0.18353091+0.23162167j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.09467915+0.27994294j],
          [-0.00772165+0.29541931j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.17283545+0.23970837j],
          [ 0.23595467+0.17792578j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.11343987+0.27288017j],
          [ 0.18901485+0.22716861j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.05143449+0.29100977j],
          [ 0.13513651+0.26281232j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.07741774+0.28519938j],
          [ 0.15824217+0.24958287j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.29016904+0.0559832j ],
          [ 0.29375324-0.03226802j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.01033969+0.29533927j],
          [0.07740084+0.28520397j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
