unitary
"Operator([[ 0.3281926 -0.21658843j, -0.83951684+0.37495406j],
          [ 0.67486333-0.6244506j ,  0.3281926 -0.21658843j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.3281926 -0.21658843j, 0.50643866+0.76739752j],
          [0.50643866+0.76739752j, 0.3281926 -0.21658843j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.3281926 -0.21658843j, 0.50643866+0.76739752j],
          [0.50643866+0.76739752j, 0.3281926 -0.21658843j]],
         input_dims=(2,), output_dims=(2,))"
