,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.14735325+0.07621383j],
          [ 0.15795499+0.05071242j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.16589592-0.00026862j],
          [ 0.16355257-0.02778639j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.16550302+0.01141387j],
          [ 0.1651032 -0.0162006j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211-0.08208352j, -0.117476 -0.11713631j],
          [ 0.0964157-0.135002j  ,  0.9827211-0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.16487375-0.0183895j ],
          [ 0.15953839-0.0454866j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.16585604+0.00364717j],
          [ 0.16416286-0.02391825j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.16263924+0.03271093j],
          [ 0.1658122 +0.00527644j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.16331859-0.02913014j],
          [ 0.15622295-0.05582041j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
