,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.12533649-0.18128963j],
          [ 0.08229865-0.20445561j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.20174264-0.0887416j ],
          [ 0.17722336-0.13102308j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.21844327+0.02928657j],
          [-0.20661707+0.07671082j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.20489936-0.08118755j],
          [ 0.18196735-0.12435051j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.02852022-0.21854465j],
          [-0.07598565-0.20688486j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.03367135-0.21781048j],
          [-0.08084832-0.20503345j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.03548718-0.21752201j],
          [-0.01332681-0.21999446j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.0548622 -0.21346031j],
          [-0.10055931-0.19611984j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.01329487-0.21999639j],
          [-0.06145466-0.21165654j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.17464471+0.13444103j],
          [-0.14071971+0.16962644j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
