,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.0535988 -0.37535298j],
          [-0.19191565-0.32700317j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.36190068+0.11309546j],
          [ 0.37775922-0.03256772j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.37910316+0.00659433j],
          [-0.34829556+0.14984289j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.20954162+0.31599842j],
          [-0.07408122+0.37185301j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.01865897+0.37870111j],
          [ 0.16085423+0.3433491j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.31450678+0.21177387j],
          [ 0.37131914+0.07671237j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.37447081-0.05944999j],
          [ 0.32396833-0.19699545j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.23845461-0.2947916j ],
          [ 0.1088761 -0.36319235j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
