unitary
"Operator([[ 0.85030065-0.2171174j , -0.29801253-0.37554944j],
          [ 0.08148261-0.47245045j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.27747696+0.39096724j],
          [ 0.43094862+0.21007649j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.46160458-0.12949928j],
          [ 0.34301087-0.33495133j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.41758404-0.23552583j],
          [-0.47938157-0.00649291j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.28652047-0.38438895j],
          [-0.43573125-0.19996781j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.33088596+0.34693418j],
          [ 0.45670886+0.14582821j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.37872138+0.29397103j],
          [-0.19142206+0.43955255j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47648793+0.0529915j ],
          [ 0.44356298-0.18193607j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47476563-0.06668168j],
          [ 0.38467713-0.28613345j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
