,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.0060159 -0.42991427j],
          [-0.19027583-0.38556139j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.0047557 +0.42993006j],
          [ 0.18914485+0.38611747j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.35648157+0.24038171j],
          [-0.21849562+0.37030007j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.20221431+0.37943622j],
          [ 0.34571014+0.25563054j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j,  0.33870014-0.26484843j],
          [-0.41966858-0.09349204j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.05991867-0.42576076j],
          [-0.2371561 -0.35863555j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.32418286+0.2824322j ],
          [ 0.41412191+0.11560933j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.14756527-0.40384027j],
          [-0.30686295-0.30116043j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.09832305-0.41856308j],
          [-0.09119293-0.42017416j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.20097789+0.38009257j],
          [-0.0180296 +0.42957817j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
