unitary
"Operator([[ 0.97517033-0.0978434j , -0.18518606-0.07194184j],
          [ 0.16720203-0.10729858j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.05230982-0.19165904j],
          [-0.08934388-0.17744626j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.1915875 +0.05257121j],
          [ 0.19821279+0.01346073j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.15487633-0.12443001j],
          [ 0.12706868-0.15271887j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.13251446-0.14801832j],
          [ 0.10046629-0.17139436j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.05954771-0.18953515j],
          [ 0.0207059 -0.19758737j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.07571838-0.18367425j],
          [ 0.03771862-0.19505591j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.09684119-0.17346841j],
          [ 0.06044796-0.18924996j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.10439029-0.16903305j],
          [ 0.06872775-0.18640279j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
