,unitary
0,"Operator([[ 0.94460909-0.1427637j , -0.29342953+0.03508991j],
          [ 0.29069372-0.05319169j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.94460909-0.1427637j ,  0.29217647-0.0443295j ],
          [-0.2922271 +0.04399446j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.94460909-0.1427637j ,  0.27571093+0.10637517j],
          [-0.2319607 +0.18310223j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j ,  0.11454517+0.27241806j],
          [-0.02892414+0.29410132j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j , -0.02147934+0.29473858j],
          [ 0.1076212 +0.27522694j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.94460909-0.1427637j , -0.2102402 +0.20768065j],
          [ 0.26222396+0.13627468j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j , -0.26339586+0.13399557j],
          [ 0.29123008+0.05017206j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j , -0.29460986+0.02317811j],
          [ 0.28830115-0.06492027j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j , -0.2608072 -0.13896689j],
          [ 0.20809111-0.20983394j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j , -0.21724769+0.2003388j ],
          [ 0.26674881+0.12718988j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
