,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.08130274+0.14460771j],
          [ 0.10416601+0.12911611j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16568027+0.00846012j],
          [-0.16198098+0.03582861j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.04361269-0.1600608j ],
          [ 0.01645489-0.16507805j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.16476818+0.01931251j],
          [ 0.1656889 -0.0082895j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.03276299-0.16262876j],
          [-0.05928848-0.15494j   ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.9827211 -0.08208352j, 0.01129772+0.16551099j],
          [0.01631646+0.16509179j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.15964561-0.04510883j],
          [ 0.14995006-0.07096835j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.15641657+0.05527551j],
          [ 0.16341914+0.02856067j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.13560719+0.09556264j],
          [-0.11787464+0.11673515j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.08367326-0.14324913j],
          [ 0.05874934-0.15514523j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
