unitary
"Operator([[0.85030065-0.2171174j , 0.12995695+0.46147593j],
          [0.10719539+0.46728791j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.04999917-0.47681121j],
          [-0.18471708-0.44241208j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47846253+0.030372j  ],
          [ 0.43445148-0.20273322j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.29128709-0.38078955j],
          [ 0.07306823-0.47382474j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.42986601+0.21228296j],
          [-0.27546904+0.39238457j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 8.50300645e-01-0.2171174j , -2.29576729e-01-0.42088404j],
          [-3.10021560e-04-0.47942544j,  8.50300645e-01-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.02332586-0.47885776j],
          [-0.20910627-0.43142023j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
