,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.15317759-0.06370364j],
          [-0.16162323-0.03740935j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16257425+0.03303241j],
          [-0.15484155+0.05954513j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.16285631+0.03161246j],
          [-0.15535527+0.05819165j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.1649521 +0.0176729j ],
          [-0.15973453+0.04479293j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.12262937-0.11172987j],
          [-0.13946568-0.08983792j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.09106631-0.1386667j ],
          [ 0.06680016-0.15185278j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.16504098+0.01682261j],
          [-0.15996324+0.04396916j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.15405853-0.06154264j],
          [ 0.14171409-0.08624757j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.15291069+0.06434166j],
          [-0.14011781+0.08881738j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
