,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.2071462 -0.07527029j],
          [ 0.18546309-0.11907396j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.07175924-0.20838852j],
          [-0.11592304-0.18744869j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.21871482-0.02718445j],
          [-0.21932803+0.02168827j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.20535401-0.08003059j],
          [-0.21794294-0.03280308j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.17368829-0.1356744j ],
          [-0.19931964-0.09405767j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[9.69395227e-01-0.10815603j, 1.51197661e-04+0.22039769j],
          [4.84276742e-02+0.21501145j, 9.69395227e-01-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.00303825+0.2203768j ],
          [ 0.05153409+0.21428813j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j, -0.16789148+0.14278521j],
          [ 0.19523258+0.10227123j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.10970969-0.19115164j],
          [-0.14914133-0.16227147j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.13918986+0.17088402j],
          [-0.09810474+0.19735913j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
