,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.21720646-0.03737001j],
          [ 0.20362911-0.0843229j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.16759728-0.14313042j],
          [ 0.13193046-0.17654892j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.21111661+0.06328463j],
          [ 0.21987306+0.01519884j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.17110177+0.1389221j ],
          [-0.13627628+0.17321646j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.1257687 -0.18099005j],
          [ 0.08278626-0.20425866j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.03136652-0.21815432j],
          [-0.07867594-0.20587681j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.11556514-0.18766956j],
          [ 0.07136145-0.20852508j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.21967797-0.0177976j ],
          [-0.21819866+0.03105657j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.19595925-0.1008719j ],
          [ 0.16890869-0.14158044j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.20716123-0.07522892j],
          [ 0.18548687-0.11903692j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
