,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.02791799-0.27279444j],
          [-0.04795768-0.26999311j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.10826366-0.25194285j],
          [-0.1732012 -0.21259719j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.20089645-0.18664628j],
          [-0.24437754-0.12440192j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.25282065-0.10619765j],
          [-0.27225076-0.03279849j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.14036606-0.23557077j],
          [-0.19958348-0.1880496j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.21979944-0.16396471j],
          [-0.25633619-0.09740623j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.26588549-0.06709043j],
          [-0.27409084+0.00839226j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.23965319-0.13327628j],
          [-0.26701354-0.0624499j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.1800932 -0.20679134j],
          [-0.22989589-0.14947942j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
