,unitary
0,"Operator([[ 0.998072  -0.02773136j,  0.01306894-0.05396711j],
          [-0.01604541-0.05315817j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.998072  -0.02773136j,  0.01307407-0.05396586j],
          [-0.01605046-0.05315664j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.998072  -0.02773136j,  0.01337213-0.05389278j],
          [-0.016344  -0.05306712j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.998072  -0.02773136j,  0.01332354-0.05390481j],
          [-0.01629616-0.05308183j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.998072  -0.02773136j,  0.01363398-0.05382713j],
          [-0.0166018 -0.05298703j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.998072  -0.02773136j,  0.01378356-0.05378903j],
          [-0.01674903-0.05294068j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.998072  -0.02773136j,  0.01391401-0.05375543j],
          [-0.01687742-0.05289989j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.998072  -0.02773136j,  0.01388904-0.05376188j],
          [-0.01685285-0.05290772j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.998072  -0.02773136j,  0.01415363-0.05369284j],
          [-0.01711319-0.05282409j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.998072  -0.02773136j,  0.0142635 -0.05366375j],
          [-0.01722128-0.05278895j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
