,unitary
0,"Operator([[ 0.998072  -0.02773136j,  0.05534354-0.00450976j],
          [-0.05550857-0.00142975j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.998072  -0.02773136j,  0.05524029+0.00563525j],
          [-0.05484216+0.00869388j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.998072  -0.02773136j,  0.05472456+0.00940574j],
          [-0.05411786+0.01242992j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.998072  -0.02773136j,  0.05426991+0.01174832j],
          [-0.05353383+0.01474364j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.998072  -0.02773136j, 0.00154222+0.05550556j],
          [0.00154222+0.05550556j, 0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.998072  -0.02773136j,  0.04615886-0.03086431j],
          [-0.04780144-0.02825363j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 9.98072005e-01-0.02773136j, -2.39787027e-03-0.05547518j],
          [-6.86198697e-04-0.05552274j,  9.98072005e-01-0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.998072  -0.02773136j,  0.05414964+0.01229075j],
          [-0.05338363+0.01527855j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.998072  -0.02773136j, -0.01568971-0.05326424j],
          [ 0.0127079 -0.05405326j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.998072  -0.02773136j,  0.05552613-0.00030833j],
          [-0.05545758+0.00277535j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
