unitary
"Operator([[ 0.94460909-0.1427637j , -0.20204259+0.21566405j],
          [ 0.25675175+0.14632407j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.23622615+0.17756519j],
          [ 0.27814957+0.09982491j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.03436613-0.29351518j],
          [-0.05390845-0.29056165j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.26239293-0.13594904j],
          [-0.29084923-0.05233467j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.22430293+0.19240683j],
          [-0.15742467+0.25009931j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.20292622-0.21483282j],
          [-0.25735026-0.14526883j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.21268487-0.20517636j],
          [-0.26381938-0.13315979j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.1899415 +0.22639439j],
          [-0.11455392+0.27241437j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.18289508+0.23212407j],
          [-0.10612899+0.27580578j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.03915913+0.29291425j],
          [0.04915194+0.29140398j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
