,unitary
0,"Operator([[ 0.9318629-0.1567647j , -0.1419939-0.29477806j],
          [ 0.0377283-0.32501222j,  0.9318629-0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.13613831+0.2975277j ],
          [ 0.22599433+0.23660713j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.13887152+0.29626183j],
          [-0.03429231+0.3253927j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.29419231+0.14320354j],
          [ 0.32485451+0.03906301j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.13560356-0.2977718j ],
          [-0.22556888-0.23701276j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.10293921-0.31057992j],
          [-0.00434698-0.32716582j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.32685329+0.01494306j],
          [ 0.31375158-0.09282411j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.03936695-0.32481782j],
          [-0.14347874-0.29405819j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.00190448-0.32718915j],
          [-0.10525491-0.3098028j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.20777469+0.25275689j],
          [-0.11363743+0.30682716j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
