unitary
"Operator([[ 0.96135264-0.1207989j , -0.22245956-0.10826108j],
          [ 0.18875962-0.15993288j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.04876252+0.24255089j],
          [ 0.10725466+0.22294653j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.07981745+0.23417492j],
          [-0.01940031+0.24664214j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.09039177+0.23029991j],
          [ 0.14455882+0.20077716j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.24342528+0.0441911j ],
          [-0.22492472+0.10304168j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
