,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.40151181+0.26198686j],
          [ 0.47796295+0.03742008j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.27415439-0.39330423j],
          [-0.4291532 -0.21372032j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j , -0.34169277-0.33629585j],
          [ 0.13863479-0.45894361j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j , -0.4785725 +0.02858687j],
          [ 0.43369215-0.20435254j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.47488307+0.06584011j],
          [ 0.44831453-0.16989094j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.05336925+0.47644577j],
          [ 0.27525619+0.39253392j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.07568484+0.47341383j],
          [ 0.29338637+0.37917448j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.0298806 +0.47849347j],
          [ 0.25562468+0.405592j  ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j ,  0.04236494-0.47755006j],
          [-0.26612843-0.39877877j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
