,unitary
0,"Operator([[-0.50823607-0.42964639j, -0.56138651+0.05830706j,
            0.44756051+0.19553806j],
          [-0.18060076-0.53473161j,  0.20435437+0.56668353j,
           -0.56138651+0.05830706j],
          [-0.48815275+0.01588846j, -0.18060076-0.53473161j,
           -0.50823607-0.42964639j]],
         input_dims=(3,), output_dims=(3,))"
1,"Operator([[-0.48014829-0.60385644j, -0.38513723+0.39886582j,
            0.17639969-0.25743646j],
          [ 0.20241402-0.51619105j,  0.4977946 +0.37060931j,
           -0.38513723+0.39886582j],
          [-0.05821336-0.30659678j,  0.20241402-0.51619105j,
           -0.48014829-0.60385644j]],
         input_dims=(3,), output_dims=(3,))"
2,"Operator([[-0.50089924-0.05988548j,  0.02602878+0.12709274j,
           -0.84700804-0.10611784j],
          [ 0.12639689-0.02922134j, -0.4741973 +0.86109047j,
            0.02602878+0.12709274j],
          [ 0.851277  +0.06333319j,  0.12639689-0.02922134j,
           -0.50089924-0.05988548j]],
         input_dims=(3,), output_dims=(3,))"
3,"Operator([[-0.52429728-0.2656598j ,  0.32034818+0.35489204j,
           -0.41940892+0.50006206j],
          [ 0.4560143 +0.14360458j, -0.08050314+0.73237737j,
            0.32034818+0.35489204j],
          [ 0.23293957+0.6096762j ,  0.4560143 +0.14360458j,
           -0.52429728-0.2656598j ]],
         input_dims=(3,), output_dims=(3,))"
4,"Operator([[-0.46803337-0.66773271j,  0.10522085+0.51279688j,
           -0.2402245 -0.05777468j],
          [ 0.5100722 -0.11772175j,  0.60387649+0.29541337j,
            0.10522085+0.51279688j],
          [ 0.24276063+0.0459674j ,  0.5100722 -0.11772175j,
           -0.46803337-0.66773271j]],
         input_dims=(3,), output_dims=(3,))"
