,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.32267927+0.05417062j],
          [-0.28719368+0.15676785j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.9318629 -0.1567647j , 0.01114548+0.32700481j],
          [0.09646225+0.31265221j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.2449085 +0.2169705j ],
          [-0.16043639+0.28516054j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.31852031+0.07484103j],
          [ 0.32547557-0.0334966j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.31501953-0.08842549j],
          [ 0.26874754-0.186631j  ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.32527953-0.03534961j],
          [-0.31894136+0.07302588j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j,  0.25740517+0.2019875j],
          [-0.17714756+0.2750911j,  0.9318629 -0.1567647j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.23704828+0.22553156j],
          [-0.15020768+0.29067855j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j,  0.32718547-0.0024572j],
          [-0.30998017+0.1047314j,  0.9318629 -0.1567647j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.16671059+0.28153854j],
          [-0.06541641+0.32058862j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
