,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.21386911-0.0532463j ],
          [-0.22034545-0.00480071j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.21286477-0.05712928j],
          [-0.22022161-0.00880956j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.19827809+0.09623391j],
          [ 0.21461218+0.05016749j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.96939523-0.10815603j, 0.02443828+0.21903866j],
          [0.02443828+0.21903866j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.21932942-0.02167421j],
          [ 0.20915918-0.06948095j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.21207023-0.06001153j],
          [ 0.19362903-0.10527565j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.16087195+0.15064986j],
          [-0.12371324+0.18240121j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.96939523-0.10815603j, 0.02443828+0.21903866j],
          [0.02443828+0.21903866j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.1253538 -0.18127766j],
          [-0.16222455-0.14919237j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.21636652-0.04196061j],
          [ 0.20179806-0.0886155j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
