,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.27343482-0.02072717j],
          [-0.26863709+0.05504846j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.2655928 +0.06823988j],
          [-0.23669919+0.13845472j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.22655279+0.15449936j],
          [ 0.26023509+0.08645182j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.21662918-0.16813095j],
          [-0.25442993-0.10228212j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.24411944+0.12490763j],
          [-0.20050958+0.18706183j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.27003355+0.04772945j],
          [-0.24659407+0.11994825j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.26462162+0.07191397j],
          [-0.23475773+0.14172165j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.25308786+0.10555925j],
          [-0.2144399 +0.17091444j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.26401111+0.07412391j],
          [ 0.27421702-0.00111441j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.25396599+0.10342869j],
          [-0.21586862+0.16910635j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
