,unitary
0,"Operator([[ 0.92502524-0.16355243j, -0.22761039-0.25646134j],
          [ 0.12587096-0.31895988j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j, -0.10935287+0.32499362j],
          [ 0.21416271+0.26779328j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j, -0.06532982-0.33661688j],
          [-0.05405614-0.33861016j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.92502524-0.16355243j, 0.02867368+0.34169683j],
          [0.09023182+0.33081283j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.33278755-0.08265201j],
          [ 0.28427035-0.19175317j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j, -0.2918966 -0.17993132j],
          [ 0.21250164-0.26911328j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j, -0.130998  -0.31688867j],
          [ 0.01439552-0.3425955j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j,  0.03940014-0.34062668j],
          [-0.15381156-0.30646519j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j,  0.11526256-0.32294496j],
          [-0.21901163-0.2638424j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j,  0.03213977-0.34138826j],
          [-0.1472525 -0.30967016j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
