unitary
"Operator([[ 0.97517033-0.0978434j , -0.11350107+0.16305523j],
          [ 0.14363268+0.1372558j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19665351-0.02822938j],
          [ 0.18712522-0.0667357j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.16967488-0.10334378j],
          [ 0.14576144-0.13499298j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.10290182-0.16994328j],
          [ 0.06708812-0.18699917j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.19564915-0.03450962j],
          [-0.19860519+0.00504776j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
