unitary
"Operator([[ 0.77168651-0.2493213j , -0.48154451-0.33234576j],
          [ 0.19606024-0.55127053j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.20556656+0.54779668j],
          [ 0.48722125+0.32396647j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.57520698-0.1071249j ],
          [ 0.40379316-0.42342638j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.47525469-0.34127964j],
          [-0.58509582+0.00130502j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.29374326-0.50601751j],
          [-0.53428441-0.23849316j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.32256901+0.48814757j],
          [ 0.54720538+0.20713543j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.77168651-0.2493213j , 0.23125416+0.53745729j],
          [0.1269262 +0.57116421j, 0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.58144331+0.06528781j],
          [ 0.5097288 -0.28725489j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
