,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.05909161-0.37452753j],
          [-0.08732676-0.36896711j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.01478086+0.37887229j],
          [ 0.1573306 +0.34497793j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.90789321-0.17879381j, 0.08155679+0.37028526j],
          [0.06493053+0.37355952j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.28603124+0.24889519j],
          [ 0.35904478+0.12185867j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.28428629-0.25088642j],
          [-0.35818511-0.12436283j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.19798508-0.32336449j],
          [ 0.06059467-0.37428729j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.36046756+0.11758327j],
          [ 0.37813471-0.02787162j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.00454021-0.37913332j],
          [-0.13955118-0.35254525j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.05406061-0.37528674j],
          [-0.09226996-0.36776207j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.20930537+0.31615494j],
          [-0.07380327+0.37190828j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
