,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.1714315 +0.39430155j],
          [ 0.32430933+0.28228696j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.09858038-0.41850255j],
          [-0.09093457-0.42023015j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.04774546+0.42729714j],
          [ 0.22682609+0.36525662j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.29594587+0.31189504j],
          [-0.13309337+0.40883814j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.28999553-0.31743514j],
          [ 0.12533911-0.41128163j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.13273693-0.40895401j],
          [-0.29567387-0.31215291j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.42763996-0.04457062j],
          [ 0.36693117-0.22410709j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.4118057 -0.12360638j],
          [-0.42494399+0.06546051j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.35359242+0.24461169j],
          [ 0.42441315+0.06881827j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.04307378-0.42779332j],
          [-0.14504331-0.4047529j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
