unitary
"Operator([[ 0.96135264-0.1207989j , -0.05835263+0.24042398j],
          [ 0.11602043+0.21851311j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.09124802-0.22996199j],
          [ 0.03151783-0.24538815j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 9.61352645e-01-0.1207989j , -5.13046547e-04+0.24740343j],
          [ 6.17056846e-02+0.23958532j,  9.61352645e-01-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.17417105+0.17570761j],
          [-0.12528573+0.2133359j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.18808778-0.16072245j],
          [ 0.14247721-0.20225964j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.05075184-0.24214246j],
          [-0.10908109-0.22205863j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.2450399 +0.03411991j],
          [ 0.2458636 -0.02756464j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.24410342-0.04027705j],
          [-0.24647953+0.02136722j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.20102361+0.14421591j],
          [ 0.23045386+0.08999855j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.09784212-0.22723477j],
          [ 0.03858166-0.24437712j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
